Protein_id	Protein_description	Gene_name	hrp_1	hrp_2	h2o2_1	h2o2_2	t4_1	t4_2	t5_1	t5_2
E2QD75;Q7K4N3	80 kDa nuclear cap-binding protein;Nuclear cap-binding protein subunit 1	Cbp80	7.0178	7.1755	7.1416	7.2081	7.0504	7.0643	7.0691	7.1136
Q9VRL0	Cytochrome c1, isoform A	Cyt-c1	7.3815	7.0139	6.9943	6.9698	7.0465	7.0781	7.1069	7.2355
M9PDE6;R9PY70	Uncharacterized protein, isoform K;Uncharacterized protein, isoform G	CG15216;CG15217;CG6448;Dmel\CG42748	7.209	7.1285	6.9234	7.2089	7.1484	7.1533	6.9949	7.055
Q9VSL3	Pyrimidodiazepine synthase	CG6662;GstO1;se	7.0278	7.2505	6.9361	7.1444	7.2278	7.1797	6.9895	7.062
A0A0B4LEZ3;A8DY80;A8DY81;A8DY82;E2QCN4	Not1, isoform H;Not1, isoform D;Not1, isoform C;Not1, isoform E;Not1, isoform F	Not1;Not1-RE	6.9431	7.0316	7.0497	7.2246	7.1279	7.19	7.0968	7.1535
Q76NQ9;Q76NR0;Q9VY76;X2JEY5	AMP deaminase;AMP deaminase;AMP deaminase;AMP deaminase	AMPdeam;CG32626;CG32626-RD	7.0213	7.067	7.1255	7.1398	7.1266	7.1767	7.0837	7.0758
P81900	cAMP-dependent protein kinase type II regulatory subunit	Pka-R2	7.3545	6.9287	7.0112	6.9872	7.1105	7.0952	7.1295	7.1972
Q9VSK4	GM13032p	Dmel\CG6983	7.0718	7.0648	7.1292	7.166	7.1094	7.0764	7.0589	7.1374
Q9VM33	Elongation factor G, mitochondrial	mEFG1	6.9889	7.1037	7.223	7.154	7.1115	7.1398	7.0278	7.0606
Q8IR41;Q9VXX6	Uncharacterized protein, isoform C;Uncharacterized protein, isoform B	CG15028;Dmel\CG43737	7.4465	6.7668	6.4179	6.647	7.5501	7.6088	7.112	7.2561
Q9W0Y1	Troponin C-akin-1 protein	Tina-1	7.2799	7.0149	6.9758	6.9341	7.1013	7.1208	7.1668	7.2104
Q9VAX8	116 kDa U5 small nuclear ribonucleoprotein component	CG4849;Dmel\CG4849	7.0008	7.1723	7.1192	7.1045	7.0623	7.0902	7.0799	7.1718
B7Z067;B7Z068;M9PFK2;M9PFY9;Q8IQR5;Q9VVI3;Q9VVI3-2;Q9VVI3-3;Q9VVI3-4	HECT-type E3 ubiquitin transferase;HECT-type E3 ubiquitin transferase;HECT-type E3 ubiquitin transferase;HECT-type E3 ubiquitin transferase;E3 ubiquitin-protein ligase;E3 ubiquitin-protein ligase Nedd-4;E3 ubiquitin-protein ligase Nedd-4, Isoform 2;E3 ubiquitin-protein ligase Nedd-4, Isoform 3;E3 ubiquitin-protein ligase Nedd-4, Isoform 4	;Nedd4;Nedd4-RH	6.9255	7.0925	7.1065	7.1746	7.0947	7.1429	7.1537	7.1105
Q7PLS1	LD01937p	CG12567-RC;CG12567-RE;Dmel\CG12567	7.2971	6.9152	7.4192	7.2901	6.9167	6.9326	7.0512	6.9771
Q9W1X4	Nuclear pore complex protein Nup214	Nup214	7.1002	6.9838	7.106	7.0955	7.0969	7.1385	7.1586	7.1122
Q9VHB5	SD10846p	Vps45	7.0803	7.1328	7.1525	7.1573	7.0813	7.0959	7.0528	7.0352
E2QD98;M9NEZ2;M9NG38;M9PJD0;Q0KHU9;Q6NR03;Q7KVT3;Q8WRS3;Q9W3H6;Q9W3H7;Q9W3H8;X2JCZ1;X2JIZ6	Stardust, isoform G;Stardust, isoform L;Stardust, isoform J;Stardust, isoform M;Stardust, isoform H;RE05272p;Stardust, isoform E;Stardust protein MAGUK1 isoform;Stardust, isoform B;RE21473p;Stardust, isoform I;Stardust, isoform O;Stardust, isoform P	sdt	6.9086	6.9925	6.9845	7.1007	7.2507	7.2443	7.2241	7.068
B7Z0E0;Q7KUB0;Q7KUB1;Q8IQA7;Q9VSI6	Isocitrate dehydrogenase [NADP];Isocitrate dehydrogenase [NADP];Isocitrate dehydrogenase [NADP];Isocitrate dehydrogenase [NADP];Isocitrate dehydrogenase [NADP]	Idh;Idh-RC	7.2332	7.0211	7.1213	7.0449	7.0669	7.0716	7.1069	7.0985
Q0KHN6	Uncharacterized protein, isoform C	;CG40500	7.0891	7.1127	6.801	6.9634	7.2661	7.3203	7.097	7.1109
Q0KIF4;Q8IMC2;Q9V4E5;Q9XZL6;Q9Y1J0	Receptor protein-tyrosine kinase;Receptor protein-tyrosine kinase;Receptor protein-tyrosine kinase;Receptor protein-tyrosine kinase;Receptor protein-tyrosine kinase	Eph;Eph-RC	6.8872	6.8804	7.1292	7.1847	7.2865	7.3023	7.0867	6.9924
P45888;P45888-2	Actin-related protein 2;Actin-related protein 2, Isoform A	Arp2;CG9901	7.0452	7.2663	7.3732	7.2661	6.6013	6.7453	7.2407	7.1968
C5I798;C5I799;C5I7A0;C5I7C2;C5I7C3;C5I7C4;C5I7E6;C5I7E7;C5I7E8;C5I7G2;C5I7G3;C5I7G4;C5I7H8;C5I7H9;C5I7I0;C5I7Q8;C5I7Q9;C5I7R0;C6TPA9;I1V506;I1V507;I1V508;M9NEH6;M9NGF7;M9PJN5;Q86NK9;Q8IR37;Q8IR38	Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform B;Histone deacetylase 6 isoform C;Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform B;Histone deacetylase 6 isoform C;Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform B;Histone deacetylase 6 isoform C;Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform B;Histone deacetylase 6 isoform C;Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform B;Histone deacetylase 6 isoform C;Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform B;Histone deacetylase 6 isoform C;AT13940p;HDAC6;HDAC6;HDAC6;Histone deacetylase 6, isoform F;Histone deacetylase 6, isoform E;Histone deacetylase 6, isoform G;Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform C;Histone deacetylase 6 isoform B	HDAC6;HDAC6-RB	7.0896	7.1219	7.1477	7.1056	7.01	7.044	7.0737	7.1242
Q8MSK7;Q9VCA0	GH02014p;FI05810p	CG6356;Dmel\CG6356	7.0693	7.1073	7.1446	7.1648	7.0922	7.1212	6.9726	7.0413
Q24086;Q9VA09	Guanylate cyclase;Guanylate cyclase	Gycbeta100B	7.1163	6.9464	7.1617	6.9906	7.0486	7.0636	7.1428	7.2264
A8JV09;D6W4T8;Q9W3W1	Coronin;Coronin;Coronin	;pod1	7.1208	7.1171	7.1103	7.207	6.9145	6.9618	7.0654	7.1835
Q95RA9	GILT-like protein 1	GILT1	7.2836	7.0348	6.8134	6.9776	7.2575	7.2718	6.9199	7.1138
C8VV34;M9PGX7;Q9W058;Q9W058-2	Succinyl-CoA:3-ketoacid-coenzyme A transferase;Succinyl-CoA:3-ketoacid-coenzyme A transferase;Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial;Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial, Isoform B	CG1140-RB;SCOT	6.9509	7.1992	6.66	7.2141	7.2302	7.2424	7.1898	6.9838
A0A6F7R657;Q9VB23	Widerborst, isoform H;Serine/threonine protein phosphatase 2A regulatory subunit	wdb;wrd	6.7121	7.0438	7.1624	6.9314	7.0907	7.2175	7.2308	7.2685
A0A0B4JCX5;A0A0B4KFY5;A0A0B4KGY6;A0A0B4LGY5;A0A0B4LI06;Q0KI96;Q8IGS7;Q8INP0;Q8T4D1;Q9GQN3;Q9GQN4	Pasilla, isoform L;Pasilla, isoform Q;Pasilla, isoform R;Pasilla, isoform S;Pasilla, isoform T;Pasilla, isoform K;RE36563p (Fragment);Pasilla, isoform D;AT03366p;PASILLA splice variant 4;PASILLA splice variant 3	ps;ps-RK	7.2466	7.1023	6.8684	7.1484	7.1619	7.1314	6.8921	7.1044
M9MRF2;Q9VMU4	GEO09637p1;60S ribosomal protein L37a	RpL37A	6.709	7.1634	7.1392	7.1311	7.0402	7.077	7.1634	7.2315
M9PC95;M9PCF0	Anion exchange protein;Anion exchange protein	Ndae1	6.9383	7.0941	7.1217	7.1317	7.2057	7.2547	7.0176	6.8879
Q8T9C5	SD07655p	CG6214-RE;MRP;MRP1	6.9641	7.1438	7.1416	7.0601	7.0945	7.1066	7.0603	7.0793
Q9VWF0	LP01149p	Dmel\CG12237	6.9935	6.8414	7.2506	7.1476	7.0711	7.0984	7.0933	7.1531
Q9VKD3	Cysteine desulfurase, mitochondrial	Nfs1	7.2385	7.0647	7.1304	7.1027	6.7648	6.7691	7.2643	7.3094
Q4QPZ7;Q9VC53	IP05796p1 (Fragment);Uncharacterized protein	CG13621;CG31126-RA	7.3098	7.0815	6.9995	7.1486	7.1085	7.0681	6.9472	6.9785
A8JUU1;Q5BI67;X2JEY9;X2JJP5	Secretory 16, isoform E;LP14866p;Secretory 16, isoform J;Secretory 16, isoform H	Sec16	7.0431	6.9988	7.0845	7.0061	7.0291	7.0533	7.167	7.2527
E2QCY2;M9PCX4;Q95R88;Q9VVT8	FI16836p1;Uncharacterized protein, isoform E;SD01152p;LD09909p	ACSL1;CG3961;CG3961-RC	7.032	7.0925	7.0973	7.0991	7.0793	7.1169	6.9563	7.1604
M9PD08;P91944;Q9VK85	Eukaryotic translation release factor 3, isoform C;Elongation factor 1 alpha-like factor;Eukaryotic translation release factor 3, isoform A	eRF3	7.1532	7.4446	7.0157	7.3572	6.8123	6.9737	6.9929	6.8819
Q960Y8;Q9VEH0	Aluminum tubes, isoform G;Aluminum tubes, isoform A	alt;wnd	7.3864	7.0418	6.7413	6.9159	7.1805	7.1983	7.0811	7.0772
Q9I7S6;Q9VYJ0	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A;Phosphodiesterase	;CG3754;Pde9	7.0935	6.9932	6.9638	7.0982	7.1579	7.2036	7.1137	6.9872
B9EQV6;Q8IQG1-2	RE25560p;MOB kinase activator-like 2, Isoform A	Mob2;Mob2-RA	7.2321	7.0605	7.1238	7.0916	6.9353	6.9814	7.0913	7.0933
M9PG47;P13008	40S ribosomal protein S26;40S ribosomal protein S26	RpS26	6.7579	7.2613	7.219	7.2285	7.2005	7.1825	6.8653	6.8899
A0A0B4KH03;Q9V3X2	Tetraspanin;Tetraspanin	Tsp96F	7.073	6.8663	6.7503	6.7862	7.3034	7.4273	7.1072	7.2712
Q94521;Q94521-2	Dopamine N-acetyltransferase;Dopamine N-acetyltransferase, Isoform A	AANAT1	7.3822	6.9015	6.998	7.0635	6.992	6.9765	7.1168	7.1527
Q9VU08	Vacuolar protein sorting-associated protein 13D	Vps13D	6.9694	7.1257	7.1089	7.1251	7.0871	7.1201	7.0543	6.9921
F3YDH3;P00967;X2J516	Trifunctional purine biosynthetic protein adenosine-3;Trifunctional purine biosynthetic protein adenosine-3;Trifunctional purine biosynthetic protein adenosine-3	;ade3-RA;gart;Gart	7.0729	7.0867	7.2512	7.2171	7.0106	7.018	6.9607	6.9607
B7Z0Q1;B7Z0Q2;Q8IGM4;Q8IMU3;Q8T8Q6	Inositol-polyphosphate 5-phosphatase;Inositol-polyphosphate 5-phosphatase;Inositol-polyphosphate 5-phosphatase;Inositol-polyphosphate 5-phosphatase;Inositol-polyphosphate 5-phosphatase	5PtaseI	7.0986	7.0424	6.4961	7.079	7.2486	7.2709	7.1892	7.1522
A0A0B4LG95;A0A0B4LGC6;Q7K274;Q8MLS7	Lethal (2) k09913, isoform F;Lethal (2) k09913, isoform G;LD15586p;Lethal (2) k09913, isoform D	l(2)k09913	6.8794	7.2426	7.1635	7.1817	7.0465	7.0994	7.0235	6.9294
Q7K172	CAAX prenyl protease	ste24a	6.7833	7.2923	7.3948	7.4007	7.2166	7.2414	6.6882	6.548
Q9W410	GH06635p	PF1	7.2074	7.0295	7.1031	7.0631	6.9273	7.0432	7.0789	7.1105
Q9VMI5	CG9135 protein	Dmel\CG9135	6.7844	7.4342	6.5041	7.1417	7.295	7.2988	7.0509	7.0456
A0A0B4LEH1	Sticks and stones, isoform C	sns;sns-RA	7.0805	7.0367	7.1179	6.9322	7.0731	7.0601	7.2216	7.0318
A0A0B4LGA1;Q9W1K0	GEO10436p1;Transmembrane protein 14 homolog	CG5532;Dmel\CG5532	6.8079	7.2348	7.1727	7.1559	7.1932	7.215	6.9648	6.8056
A1Z9J3	Short stop, isoform H	shot	6.9917	7.186	6.8844	7.0562	7.1734	7.1851	7.0317	7.0341
M9MS15;P23654	Neurotactin, isoform C;Neurotactin	CG4382-RB;Dmel\CG4382;Nrt	7.3961	6.9255	6.9416	6.8465	6.959	6.9904	7.2328	7.2434
A0A6H2EF15;M9PDQ2;Q9W4Q4	Tousled-like kinase, isoform O;Tousled-like kinase, isoform L;BcDNA.GH07910	;CG32782-RC;Tlk;tlk-RC	6.9722	7.2457	7.2534	7.3835	7.1291	6.7325	6.7892	7.0267
Q8IA62;Q9VJ11	Calcium load-activated calcium channel;Calcium load-activated calcium channel	anon-37B-2	7.1918	7.4296	7.5239	7.5526	4.8763	6.9931	7.4802	7.4816
Q9VT04	Proton-coupled amino acid transporter-like protein pathetic	path	6.9632	7.0541	7.1381	6.8778	7.0496	7.0723	7.2174	7.1566
Q9VXC1	MIP06432p1	Dmel\CG34325	7.5076	7.2158	7.5611	7.7656	6.8956	6.8438	6.3028	6.4318
E1JGZ9;Q9XZJ4	Proteasome subunit alpha type;Proteasome subunit alpha type-6	Prosalpha1;Prosalpha1R	7.1551	7.0428	7.1857	7.063	6.947	6.9483	7.1252	7.0484
E1JHA4;P48809	Heterogeneous nuclear ribonucleoprotein at 27C, isoform D;Heterogeneous nuclear ribonucleoprotein 27C	Hrb27C;hrp48	7.0397	6.7047	6.5863	7.0437	7.5314	7.578	6.9337	7.0902
Q9VMD5	Farjavit, isoform A	frj	6.7764	7.1849	7.1388	7.0995	7.1198	7.1059	7.01	7.0716
A0A499GGQ3;Q7KT97;Q8T7V5	Nicotinic acetylcholine receptor alpha5, isoform I;Nicotinic acetylcholine receptor alpha5, isoform B;Nicotinic acetylcholine receptor Dalpha5 subunit	nAChRalpha5	6.9713	7.2017	6.4028	7.0279	7.3075	7.348	7.1728	7.0687
Q9VFM9	Twinfilin	twf	6.9875	7.215	6.8036	7.118	6.9512	6.98	7.1386	7.303
Q8T0U6	Serine/threonine-protein phosphatase	flw;Pp1-Y2	7.0955	6.8771	7.0225	7.0672	6.9132	6.9851	7.2641	7.269
A0A0B4K7Q6;Q9VCH4;V5NZW8	Myoblast city, isoform B;Myoblast city;FI24101p1	mbc;mbc-RA	6.9759	7.1147	7.1455	7.1789	6.9852	7.0095	7.0094	7.0633
M9PC31;M9PEF6;Q9VQX4;Q9VQX4-2	Nicotinate phosphoribosyltransferase;Nicotinate phosphoribosyltransferase;Nicotinate phosphoribosyltransferase;Nicotinate phosphoribosyltransferase, Isoform 2	Naprt	6.401	7.1702	7.2613	7.2565	7.1442	7.2155	7.0446	6.9786
Q9W552	Vacuolar protein sorting-associated protein 26	Vps26	7.007	7.1658	7.1547	7.0543	6.9805	7.0276	7.0376	7.044
Q9VLM5	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	Dad1	6.703	7.2052	7.1029	7.1964	7.1828	7.1748	6.9441	6.961
M9PB68;Q9VLT5	Purity of essence, isoform B;Protein purity of essence	poe	6.9467	7.1738	7.1725	7.1815	7.0248	6.9849	6.9774	7.0083
Q86BI3	Zinc-finger protein at 72D, isoform B	Zn72D	7.1555	6.7996	7.054	7.0411	7.1553	7.2093	7.0799	6.972
Q7JV09;Q966S5	GH28348p;Junctophilin	jp	7.0943	7.0745	7.0084	7.0568	7.033	7.0334	7.0484	7.1158
Q8MT77	LD28489p	CG10441;CG17338	7.0552	6.9808	7.592	7.6107	6.9899	7.1029	6.5912	6.5379
A0A0B4LF49;A1Z8G0;B7YZF0;Q8T5S9	Menage a trois, isoform D;Menage a trois, isoform A;Menage a trois, isoform C;GH12103p	metro	7.2171	6.9568	7.0013	6.9683	7.0325	7.0712	7.0571	7.1542
A8E777;O18336;Q86BK8;Q8T046	Ras-related protein Rab-14;Ras-related protein Rab-14;Ras-related protein Rab-14;Ras-related protein Rab-14	Rab14	6.7647	7.0529	7.1693	7.1462	7.1513	7.15	6.9655	7.0584
Q9VCA5	Phenylalanine--tRNA ligase beta subunit	beta-PheRS	6.9877	7.0203	7.1201	7.0937	7.0839	7.1332	7.0275	6.9881
Q8MZ05	RE28931p	CG4788	6.9979	7.0327	6.8734	7.0532	7.0246	7.0013	7.0415	7.4145
P21187	Polyadenylate-binding protein	pAbp	7.0645	7.1536	6.4066	7.1484	7.1421	7.1649	7.2719	7.0844
Q9VJB6	Putative neural-cadherin 2	CadN2	7.5266	7.2441	6.692	7.2134	6.6	6.7052	7.1741	7.2798
Q5LJX8;Q7PLW1;Q8SXS9	Zydeco, isoform F;RE28359p;RE34149p	zyd	7.2035	7.0375	6.9884	7.0653	7.0143	7.1098	6.9639	7.0457
M9PDW8;M9PGT0	Uncharacterized protein, isoform T;Uncharacterized protein, isoform R	CG3950;CG3960;Dmel\CG34417	7.0672	7.0449	7.0051	6.9498	7.0515	6.9191	7.2116	7.1784
Q7JR58	Enoyl-CoA hydratase, short chain 1, isoform A	Echs1	7.2765	7.0631	7.0311	7.0986	7.0559	7.0513	6.9773	6.8665
Q9VAW3	Glutamine--fructose-6-phosphate transaminase (isomerizing)	Gfat2	6.8725	7.0534	7.1238	7.121	7.0318	7.0636	7.0872	7.0619
O16810	Origin recognition complex subunit 1	Orc1	7.1844	7.0981	6.8596	6.8769	7.178	7.1778	7.0583	6.9816
M9MRV7	Uncharacterized protein, isoform C	CG1295;CG1308-RA;CG1332	6.9862	7.0691	7.117	7.1189	6.9997	7.0348	7.018	7.06
Q8INW5;Q9I7M3;Q9VIW5	MIP27352p;Uncharacterized protein, isoform A;LD41874p	CG10237-RC;Dmel\CG10237	7.0276	7.1965	7.2543	7.1736	6.9506	6.6942	6.8161	7.2851
C7LAE2;Q8INH6	LP20836p;FI18373p1	;CG11688;CG32473-RA;CG32473-RB;CG32473-RC;CG8773;CG8774;CG8775;Dmel\CG8773;Dmel\CG8774	7.0928	6.9986	6.8802	7.0156	7.1141	7.1375	7.0127	7.1332
Q8IGQ5;Q8IRJ9;Q9W0U0	Glycerol kinase;Glycerol kinase;Glycerol kinase	Gk1	6.7941	7.3346	7.1063	7.199	6.9965	7.0671	6.9257	6.958
Q494L9;Q7KVR7;Q7KVR8;Q86B59;Q9W388	AP-1 complex subunit gamma;AP-1 complex subunit gamma;AP-1 complex subunit gamma;AP-1 complex subunit gamma;AP-1 complex subunit gamma	AP-1gamma	6.9845	7.1563	7.3446	7.3364	7.0567	7.1062	6.6755	6.7175
Q9VZ82	Leucyl-tRNA synthetase	LeuRS-m	6.9844	7.0667	7.0215	7.0256	6.9918	7.0269	7.1652	7.0953
A0A0B4KF15;A1Z7F4;A1Z7F5;B7YZT0;Q70GQ8	Mangetout, isoform G;Mangetout, isoform E;Mangetout, isoform F;Mangetout, isoform D;Metabotropic X receptor	mtt	7.068	6.9766	7.0979	6.9648	7.0121	7.0496	7.1028	7.1046
Q9VZF6	GH04863p	Dmel\CG14997	7.0032	7.1014	7.1557	7.0251	7.0045	7.0171	7.0475	7.0187
Q9VH26	Carbonic anhydrase	CAH7	7.4464	6.8479	6.9918	6.7914	6.9749	7.0348	7.0763	7.1878
A0A0B4KHQ8;A0A0B4KI45;A0A0B4LHS3;A0A0B4LHV0;A0A0B4LIS6;A0A0B4LIT4;A0A126GV16;A0A6H2EDU2;Q9VB13;Q9VB15	Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein	tau	7.0344	7.0171	7.0844	7.0491	6.9745	6.9817	7.0938	7.1143
A0A0B4K859;A0A0B4K859-2	Nucleoporin Nup188;Nucleoporin Nup188, Isoform B	CG8771-RA;Nup188	6.9547	7.1479	7.1361	7.0299	7.0003	7.0585	7.0632	6.9565
Q9VTW1;X2JB05	RE15265p;Spermine synthase, isoform C	CG4300-RB;Sms	6.6618	7.004	7.197	7.1833	7.2388	7.2678	6.8502	6.94
O97121;Q7JXZ2	Gamma-cystathionase;Gamma-cystathionase	Eip55E	6.9861	6.9709	7.076	7.0678	7.0271	7.097	7.0307	7.0824
A1ZAK7;A1ZAK8;O96828	LD35640p;P-element somatic inhibitor, isoform C;EG:EG0003.2 protein (Fbgn0014870;psi protein)	Psi	7.2968	6.9838	6.5842	6.9359	7.1134	7.1114	7.0921	7.2134
B7Z0Z2;M9MS61;M9MS65;M9MS66;M9MS69;M9MS71;M9MS73;M9MS75;M9MS78;M9MS79;M9MS84;M9MS87;M9MS88;M9MS91;M9MS92;M9MS95;M9MS96;M9MS99;M9MSA0;M9MSA3;M9MSB4;M9MSB8;M9MSC7;M9MSD2;M9MSD5;M9MSD6;M9MSD8;M9MSD9;M9MSE0;M9MSE1;M9MSE3;M9MSE4;M9MSE6;M9MSE7;M9MSE9;M9MSF1;M9MSF2;M9MSP1;M9MSP2;M9MSP3;M9MSP4;M9MSP6;M9MSQ0;M9PJP5;P35500;P35500-2;P35500-3;P35500-4;P35500-5;P35500-6;P35500-7;P35500-8;P35500-9;X2JFE8;X2JKQ0	Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Paralytic, isoform AV;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Paralytic, isoform AU;Sodium channel protein;Sodium channel protein;Paralytic, isoform BE;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein para;Sodium channel protein para, Isoform D;Sodium channel protein para, Isoform exonb;Sodium channel protein para, Isoform C;Sodium channel protein para, Isoform E;Sodium channel protein para, Isoform F24;Sodium channel protein para, Isoform F30;Sodium channel protein para, Isoform B;Sodium channel protein para, Isoform exond;Sodium channel protein;Sodium channel protein	para;para-RA	7.0376	7.0302	7.0564	6.9973	7.0101	7.0453	7.004	7.1449
Q8T3K7	SD05640p	cher;cher-RF;cher-RH	6.9306	7.1586	7.0925	7.1254	7.0645	6.9998	6.9441	7.0004
Q86NS7;Q8IRD3;Q8IRD4;Q9VZQ8	Glutathione peroxidase;Glutathione peroxidase;Glutathione peroxidase;Glutathione peroxidase	CG12013;PHGPx	7.285	7.1161	6.5545	7.163	7.1541	7.1478	6.9125	6.9811
P53624-2	Mannosyl-oligosaccharide alpha-1,2-mannosidase IA, Isoform K	alpha-Man-Ia	7.046	6.9631	6.9812	7.008	7.1212	7.1252	7.0163	7.0374
C6TP78;Q76NR6;Q9VYR1	GH22783p (Fragment);Regucalcin, isoform D;Regucalcin homologue	regucalcin;regucalcin-RD	6.5571	7.1555	7.2398	7.2129	7.1134	7.1384	7.0953	6.7824
A8JNI2;Q7YZ99;Q960C4;Q9W0B0	Serine-arginine repetitive matrix 2/3/4, isoform F;Serine-arginine repetitive matrix 2/3/4, isoform A;SD07741p;Serine-arginine repetitive matrix 2/3/4, isoform C	Srrm234	7.4369	6.8707	7.138	7.013	6.6604	6.6081	7.1626	7.4009
P16620;P16620-2	Tyrosine-protein phosphatase 69D;Tyrosine-protein phosphatase 69D, Isoform B	Ptp69D;Ptp69D-RB	6.972	7.0415	6.7967	6.6459	7.2855	7.3203	7.0823	7.1457
B5RIS4;Q9U5L1	FI05231p;Signal recognition particle receptor subunit alpha homolog	Gtp-bp-RA;SrpRalpha	6.8526	7.1219	7.0627	7.0497	7.0433	7.0607	7.0055	7.0914
A0A0B4KGV3;A0A0B4KGZ3;A0A0B4KHF8;A0A0B4KHT2;A0A0B4KI08;E1JIV7;Q03720;Q03720-10;Q03720-11;Q03720-12;Q03720-13;Q03720-14;Q03720-15;Q03720-16;Q03720-17;Q03720-18;Q03720-19;Q03720-2;Q03720-20;Q03720-3;Q03720-4;Q03720-5;Q03720-6;Q03720-7;Q03720-8;Q03720-9	BK channel;BK channel;BK channel;BK channel;BK channel;BK channel;Calcium-activated potassium channel slowpoke;Calcium-activated potassium channel slowpoke, Isoform E;Calcium-activated potassium channel slowpoke, Isoform F;Calcium-activated potassium channel slowpoke, Isoform H;Calcium-activated potassium channel slowpoke, Isoform I;Calcium-activated potassium channel slowpoke, Isoform J;Calcium-activated potassium channel slowpoke, Isoform K;Calcium-activated potassium channel slowpoke, Isoform L;Calcium-activated potassium channel slowpoke, Isoform M;Calcium-activated potassium channel slowpoke, Isoform O;Calcium-activated potassium channel slowpoke, Isoform P;Calcium-activated potassium channel slowpoke, Isoform 2;Calcium-activated potassium channel slowpoke, Isoform Q;Calcium-activated potassium channel slowpoke, Isoform 6;Calcium-activated potassium channel slowpoke, Isoform 3;Calcium-activated potassium channel slowpoke, Isoform A;Calcium-activated potassium channel slowpoke, Isoform 5;Calcium-activated potassium channel slowpoke, Isoform B;Calcium-activated potassium channel slowpoke, Isoform C;Calcium-activated potassium channel slowpoke, Isoform D	slo	6.9057	7.07	7.0872	7.0088	7.0474	7.0803	7.123	6.9651
Q9W3N9	LD24105p	154229_at	6.9509	7.0755	6.9776	7.1299	7.152	7.1287	7.0108	6.862
O61360;O61361	CROL ALPHA;CROL BETA	crol	7.1554	7.1261	6.6136	7.1215	6.8956	6.9484	7.1598	7.2642
Q9VT61	LD27033p	BcDNA.GH07921;BcDNA:GH07921	6.9696	7.0165	7.0373	7.0244	7.0529	7.0502	7.0831	7.0395
P40946	ADP-ribosylation factor 6	Arf51F	6.9119	7.0547	7.1636	7.1082	7.1128	7.0858	6.8512	6.9806
Q9V3N6	Transmembrane 9 superfamily member	TM9SF4	7.1573	7.0529	6.9042	7.0668	6.9652	6.9865	7.0506	7.0852
P17336	Catalase	Cat;CG9314;Dmel\CG9314	7.2869	7.1629	7.0819	7.1571	6.8651	6.8791	6.9181	6.9162
Q94548;Q9VGI4;Q9VGI5	LK6 protein kinase;LD17393p;Lk6 kinase, isoform B	Lk6	7.3689	6.9162	6.9876	6.8636	6.7722	6.8312	7.2592	7.2625
Q8IQV9;Q8IQV9-2	Nuclear pore complex protein Nup205;Nuclear pore complex protein Nup205, Isoform A	CG11943;Nup205	6.9472	7.0989	6.8724	7.1351	7.039	7.0732	7.0578	7.0372
C1C3F8;Q8SZ19;Q9U7A2;Q9W414	LP16188p (Fragment);RE23388p;26S proteasome regulatory complex subunit p42D;Regulatory particle triple-A ATPase 4	Rpt4;Rpt4-RA;Rpt4R	7.3253	7.1129	7.24	7.1653	6.5705	6.7072	7.0746	7.0643
A0A0B4JCW7;A0A0B4LGZ2;A0A0B4LH08;Q9VH10	Uncharacterized protein, isoform A;Uncharacterized protein, isoform E;Uncharacterized protein, isoform G;Uncharacterized protein, isoform B	CG12816;CG34108;CG3996	7.1422	6.9473	6.7864	7.0418	7.0069	7.0322	7.1067	7.1948
Q24418	Glutamate [NMDA] receptor subunit 1	Nmdar1	7.1469	7.1844	6.9192	7.1012	6.9122	6.9684	6.8896	7.134
Q7JVI6	Glutathione S transferase E13, isoform A	GstE13	6.8629	7.0891	7.2128	7.1578	7.1436	7.1369	6.8865	6.7659
