Protein_id	Protein_description	hrp_1	h2o2_1	hrp_2	h2o2_2	t4_1	t4_2	t5_1	t5_2
A0A0B4K851;A0A0B4KFL0;A0A126GUM4;Q4Z8K6;Q4Z8K6-2;Q4Z8K6-3	RanBPM	6.546	6.9232	6.9397	6.695	6.7944	6.953	6.8612	6.8159
F3YDH0	Hsc70-3	6.9102	6.9603	6.8626	6.9567	6.829	6.9183	6.8363	6.7367
A0A0B4LFK0;Q9V7S5	Picot	6.7451	6.6404	6.8411	6.6583	6.8309	6.914	6.7738	6.8219
G4LTX1;Q8IQ56	Pmi	7.0228	6.9955	6.9432	6.9329	6.9382	6.8065	6.972	6.9701
A0A0B4KHQ8;A0A0B4LHV0;A0A0B4LIS6;A0A0B4LIT4;A0A126GV16;Q9VB13;Q9VB15	tau	6.8559	6.995	6.8048	6.9907	6.6508	7.092	6.6742	6.6489
Q9VN50	eIF3f1	6.9081	6.8413	6.7747	6.858	6.9228	6.8192	6.9212	6.771
Q9VLT3	Mcr	6.6691	6.5218	6.6473	6.6652	6.919	6.8222	6.7556	6.8257
M9PDZ8;Q9W3M3;Q9W3M3-2	Ubr3	6.886	6.8642	6.7555	6.8756	6.8664	6.8743	6.8506	6.8146
Q9VZL3	Sc2	6.8452	6.7745	6.7877	6.9135	6.9753	6.764	6.9928	6.9615
P23625-2	Dmel\CG30054;Galphaq;GNAQ/11/14	6.8758	6.8965	6.8423	6.8299	6.8108	6.9269	6.7652	6.6676
Q9VIK1	TM9SF2	6.8114	6.5985	6.8216	6.7056	6.8855	6.8495	6.9254	6.9131
A8DYB0	Dmel\CG13185	6.8108	6.895	6.6648	6.8072	6.661	7.0714	6.6672	6.5415
Q8T4G5	Afg3l2	7.0361	6.9761	6.9748	7.0209	6.8346	6.8977	6.8162	6.7237
Q9VII5	Dmel\CG31676	6.4593	6.0605	6.2099	5.9653	6.857	6.8683	6.7224	6.7323
A0A6M3QGB1;M9PC19;M9PHX5;Q8IQC8;Q9VT45	CG14170;CG32044;CG6740	6.8821	6.9675	6.7777	6.897	6.8763	6.8475	6.8397	6.7142
B5RIM9;M9PC43;M9PET0;P13706	Gpdh1	6.8262	6.9084	6.9136	6.8762	6.7612	6.9598	6.7238	6.6431
M9PEN8	Rh50	7.1765	7.1941	7.048	7.2105	7.3188	6.4007	7.3172	7.3551
P45888;P45888-2	Arp2	6.6787	6.9095	6.9165	6.8659	6.7406	6.9783	6.7403	6.7042
A0A0B4KHA2;Q9VEK6	Sur-8	6.8578	6.8044	6.7994	6.3982	6.7598	6.9566	6.7128	6.5931
Q9VCT4	klg	6.8025	6.6524	6.4094	6.7896	6.9692	6.7419	7.0688	7.1354
P48601	Rpt2	6.7925	6.8897	6.84	6.8859	6.814	6.8945	6.7958	6.6551
Q9Y140	CG7601	6.9007	6.9253	6.8188	6.9267	6.8807	6.8278	6.9156	6.9238
M9PE74;Q9W2U7	nocte	6.7202	6.7164	6.7327	6.7242	6.865	6.8423	6.7412	6.6402
A0A0B4LFQ3;A0A0B4LFV0;A0A0B4LGY8;A1ZBH7;A1ZBH8	hppy	6.9016	6.8222	6.8582	6.5253	6.9069	6.799	6.6692	6.5132
Q9V3W7	SF2	6.8718	6.889	6.7732	6.8808	6.5892	7.1165	6.5516	6.5897
M9PDB2;Q2PDR9;Q7KT16;Q9VIJ4	vari	6.697	6.9032	7.0246	6.5751	6.8719	6.8323	6.579	6.5048
Q9VDK9	Dmel\CG16953	6.7881	6.8928	6.7393	6.9448	6.5179	7.1863	6.6391	6.6183
O18334	Rab6	6.7039	7.102	6.898	6.8036	6.8996	6.8036	6.9422	6.954
Q9VUN0	Toll-6	6.4409	6.5784	6.7561	6.2606	6.7522	6.9503	6.715	6.7011
Q7K7G0;Q9W555	deltaCOP	6.844	6.8985	6.696	6.8485	6.7718	6.9279	6.82	6.714
Q5U117	Egm	6.7902	6.9284	6.8446	6.7461	6.8433	6.8543	6.8587	6.8491
Q9VVS6	Atg3	6.8566	6.9034	6.8183	6.899	6.7825	6.9139	6.803	6.6874
A0A0B4K7J2;A0A0B4K7J2-2	Nup358	6.8661	6.8891	6.7701	6.8666	6.8848	6.8113	6.8196	6.7672
Q03445	GluRIA	6.7805	6.6378	6.6585	6.6857	6.8821	6.8135	6.9028	6.8741
M9PHP8	Ank2	6.8932	6.8753	6.9609	6.7807	6.8251	6.8688	6.9404	6.7136
A0A0B4LH64;Q8SWR8;Q8SWR8-2	Atx2	6.8504	6.9341	6.7124	6.7384	6.8288	6.8632	6.7472	6.675
Q9XZ06	Nup93-1	6.8105	6.9347	6.8604	6.5403	6.8501	6.8406	6.9134	6.8514
Q9W316	CARPB	6.7651	6.4932	6.6104	6.7283	6.772	6.9185	6.8285	6.8217
Q7KT91;X2J9U5;X2JAF7	CG33090;CG7469;Dmel\CG33090	6.8429	6.8239	6.7638	6.8605	6.8604	6.8286	6.857	6.8306
Q9VVU5	CSN1b	6.5017	6.5819	5.8541	6.4262	6.9171	6.7698	6.8956	6.8623
Q9GYU8	mbo	6.9645	6.8967	6.8846	6.9374	6.8587	6.8268	6.8916	6.8659
M9MRI2;M9PB77;M9PCL7;M9PFA5;Q0E8S4;Q24322	Sema1a	6.8073	6.6203	6.6043	6.661	6.991	6.6901	6.9672	7.0175
P54611	Vha26	6.7126	6.894	6.8201	6.6507	6.8467	6.8326	6.8411	6.7251
P54399	Pdi	6.9321	6.9005	6.9877	6.9571	6.8487	6.8305	6.7393	6.771
Q9W1M5	Dmel\CG10332	7.8281	8.1133	7.8617	8.0633	7.1757	6.5015	7.3717	7.4633
Q8IH18;Q8IH18-2	4E-T	6.8549	6.7523	6.754	6.7763	6.9168	6.7595	6.8671	6.7648
Q9VD40	Dmel\CG7084	6.853	6.7463	6.745	6.8187	6.8867	6.7895	6.8789	6.8959
Q9VNI6	CG31555	6.7963	6.7639	6.7234	6.7539	6.8464	6.8293	6.844	6.7423
Q9VQF5	Cwc25	6.6732	7.1175	6.5211	6.9398	6.3986	7.277	6.5156	6.4086
Q9W3N9	Acat1	6.9895	6.9078	6.8838	6.8932	6.91	6.7646	6.8683	6.7902
A0A6H2EJZ8;M9PFU0	hbt	6.9459	6.8058	6.7726	6.846	7.0148	6.658	7.0105	6.9862
Q9VG73	CG5641	6.8324	6.756	6.6619	6.8301	6.7551	6.9165	6.8239	6.6662
M9PCI5;Q9VLS1	CG8475;Dmel\CG8475	6.9148	6.9088	6.7973	6.9079	6.9098	6.7606	6.9182	6.8987
A0A0B4LG95;A0A0B4LGC6;Q7K274;Q8MLS7	l(2)k09913	6.942	6.8282	6.931	6.4164	6.7868	6.8835	6.8268	6.8387
Q9VE75	Vha100-2;Vha100-4;Vha100-5	6.7375	6.8488	6.5819	6.5242	6.8527	6.8162	7.0137	7.062
A0A0B4JCW7;A0A0B4LGZ2;A0A0B4LH08;Q9VH10	CG12816;CG34108;CG3996	6.8608	6.8692	6.728	6.8542	6.8687	6.7999	6.7815	6.7192
Q29R20;R9PY29	CG14126;CG34420;CG5917	6.7595	6.7367	6.6551	6.6776	6.7857	6.8828	6.7413	6.798
O77460	Nurf-38	6.9797	7.1051	6.8824	6.938	6.775	6.8928	6.7963	6.7622
Q24311	Cul1	6.8332	6.925	6.7816	6.8951	6.7585	6.9093	6.7585	6.6883
Q27597;Q8IPJ7	Cpr	6.9699	6.8437	6.8322	6.9371	6.9508	6.7161	6.876	6.807
M9PC85;Q9V3V0	x16	6.8389	6.8422	6.7843	6.7568	6.6367	7.0301	6.6458	6.612
Q4V5H0;Q9VCD4	Dmel\CG18428	6.7211	7.0788	6.689	6.977	6.4317	7.2339	6.5706	6.5672
Q24298	shg	6.2535	6.4788	6.6223	6.0557	6.7638	6.9016	6.7756	6.8402
Q9VTU4	eIF3l	6.8079	6.7412	6.6897	6.7768	6.8588	6.805	6.8479	6.7084
Q9VAW1	Moca-cyp	6.9524	7.1525	7.0006	7.0028	6.4931	7.1704	6.5827	6.5577
A0A0B4JCV6;A0A0B4JCW5;A0A0B4JDA1;A0A0B4LGQ5;A0A0B4LGR2;Q9VN58	ctrip	6.5593	6.8022	6.9874	6.0171	6.8551	6.8081	6.6481	6.7969
Q9VHR8;Q9VHR8-2	DppIII	6.7551	6.7839	6.7605	6.6781	6.8901	6.7726	6.8343	6.7066
Q9VXZ8	pdgy	6.7979	6.8776	6.7127	6.9056	6.7035	6.9591	6.7406	6.6373
Q7KJA9	sxc	6.9169	6.7906	6.8954	6.8846	6.898	6.7633	6.8449	6.7628
Q9VPG0	Dmel\CG5282	6.718	6.5024	6.4865	6.4473	6.8362	6.8244	6.8854	6.9168
Q9VI53	Dmel\CG1105	6.8946	6.7665	6.5603	6.6307	6.9046	6.7546	6.9052	6.9316
O15943	CadN	6.6673	6.1325	6.4649	6.4671	6.9459	6.7102	6.9227	6.9284
A0A0B4KHI2;A0A126GUU2;P41596;P41596-2;P41596-3	Dop1R1	7.0146	6.5964	6.7731	6.7677	7.1199	6.5354	7.1001	7.1324
A0A0B4K7L8;A0A0B4KH77;A8JRD7;Q9VBA3	BcDNA:GH07466;CG5518;sda	7.0325	6.6973	6.9233	6.7933	7.1082	6.5461	7.05	6.9541
Q9VZY0	Non2	6.8243	6.8959	6.7197	6.8444	6.6364	7.0172	6.6136	6.559
O18336;Q86BK8	Rab14	6.7668	6.953	6.9075	6.997	6.9584	6.6934	6.9558	6.9244
A1ZAI5	CG5065	6.8014	6.7389	6.8158	6.7706	6.8651	6.7843	6.8837	6.799
Q9VIM5	Arpc2	6.9469	6.9933	6.8946	6.9962	6.9087	6.7397	6.986	6.9383
Q9W0N8	hiro	7.0445	7.119	6.9849	7.0894	6.6404	7.0079	6.6964	6.6439
Q9VPY7	Dmel\CG5126	6.9352	7.0285	6.8741	7.0217	6.9351	6.7101	6.9804	6.9512
A0A4D6K8E5;M9NEB0;M9NFY2;M9PCN0;M9PCN5;M9PFD4;M9PFD7;M9PFL8;M9PFR7;M9PI70;Q2PDY9;Q2PDZ0;Q9VUV2;X2JCG3;X2JGQ0	pHCl-1	6.8182	6.8402	6.8522	6.8335	6.9189	6.7261	6.9538	6.916
Q9VRL1	Uev1A	6.889	7.034	6.7691	6.9979	6.7568	6.8867	6.8318	6.777
Q9VZS6	nSMase	6.6348	6.8208	6.6896	6.8756	6.5255	7.1178	6.6735	6.4818
E1JGU6;Q6NNF2;Q6NNF2-4	Pde8	6.7608	6.8167	6.8718	6.6294	6.8176	6.8252	6.8348	6.7873
O61305	Dbp80	6.8595	6.721	6.6662	6.7973	7.0669	6.5749	7.0593	6.9934
A1ZAJ7	Dmel\CG15615	6.8385	6.9944	6.8412	6.6647	6.5448	7.0931	6.5703	6.8153
Q9VN86	Sccpdh1	6.9358	6.9345	6.8218	6.9712	6.9221	6.7154	6.9366	6.9382
A8DYS6	Dmel\CG3625	6.9686	6.6825	6.8717	6.7994	7.0309	6.6058	7.0387	7.0142
Q9VDY8	vib	6.469	6.9865	6.9688	6.5212	6.7482	6.8881	6.74	6.7988
O97066	twr	6.8262	6.6137	6.5866	6.7071	6.7833	6.8527	6.8259	6.7326
A0A0B4LEZ3;A8DY80;A8DY81;A8DY82;E2QCN4	Not1	6.8255	6.7578	6.7311	6.8015	6.8645	6.7697	6.8287	6.5417
P55035	Rpn10	6.8143	6.7306	6.7665	6.7094	6.8731	6.7608	6.8394	6.6736
A1Z7S3	Rab32	6.7888	6.7325	6.7297	6.7375	6.7705	6.8607	6.5914	6.635
Q9VBI2	Cmpk	6.387	6.9329	6.8003	6.3842	6.7546	6.8748	6.5729	6.7116
Q86NW1	Vmat	6.9409	6.8782	6.8167	6.8661	6.9718	6.6551	6.989	7.0126
Q961R9	CT19169	6.8767	6.9819	6.8774	6.9364	7.0748	6.5508	7.1162	7.1575
A0A0B4K6X2;A0A0B4KER2;A0A0B4LG27;E1JH30;Q9V5N8	stan	6.6692	6.2956	6.7526	6.2039	6.8982	6.7218	6.8622	6.8637
A8JNP2;P48610-2;P48610-3	Argk1	6.8927	6.9596	6.7773	6.8855	6.8626	6.7549	6.8732	6.6961
Q9VM49	Caper	7.0155	7.0122	6.9557	6.8676	6.5159	7.1	6.5765	6.5148
P40301	Prosalpha2	6.9369	6.9552	6.8438	6.9715	6.8017	6.8123	6.8683	6.7851
Q7K2L7	Dmel\CG17765	6.7394	6.8441	6.645	6.6477	6.6347	6.9791	6.6304	6.5281
O97182	Arpc1	6.4196	6.7455	6.8853	6.4699	6.7911	6.8203	6.8008	6.7679
A0A0B4KGU4;Q9VHP0	bel;Dmel\CG7878	6.7828	6.594	6.663	6.6515	6.8695	6.7372	6.7522	6.6202
A0A0B4K707;A0A0B4KGR1;A0A6H2EDN5	Nuak	6.9599	6.9244	6.7674	6.9992	6.7321	6.8716	6.7306	6.6531
Q9VFM9	twf	6.7501	6.8234	6.8304	6.8496	6.7795	6.8235	6.8121	6.7341
E1JJG7;E1JJG8	CG15470;CG32771	6.9341	6.6636	7.1623	6.6318	6.8379	6.7641	7.3782	7.4017
P06002	ninaE	7.3052	6.8533	7.2215	7.1259	6.9665	6.635	7.0044	7.3356
P48603	cpb	7.1044	7.0805	7.0483	7.1004	6.9691	6.6313	7.0798	7.0188
A0A0B4JCY6;A0A0B4KG47;A0A0B4KGT8;A0A0B4KHN1;Q7KSF4;Q9VEN1	cher	6.7143	6.7304	6.6609	6.7618	6.8286	6.7712	6.7817	6.7221
B7Z0Q1	5PtaseI	6.7092	6.6883	6.6199	6.7695	6.8106	6.7892	6.6393	6.5184
Q9VKC8	Tom70	6.9314	6.9	6.8648	6.9102	6.8318	6.7661	6.8354	6.7373
Q9VQX6	Dmel\CG3702	6.8524	6.801	6.7801	6.8615	7.0199	6.5779	7.0237	6.9936
Q9VLU2	Tg	6.917	6.9702	6.8922	6.9337	6.858	6.7387	6.9031	6.8971
M9PBR6;Q8I935;Q9VRR4	CG10977;CG32410;Dmel\CG33523;Vap-33B	6.8813	6.8797	6.7891	6.8975	6.8753	6.7213	6.8232	6.7851
Q7KIN0	Toll-7	6.661	6.3385	6.5082	6.5554	6.9323	6.6634	6.865	6.8612
A0A0C4DHE8	RpS29	6.9901	7.0231	6.9063	7.0746	6.9114	6.6836	6.9852	6.9726
Q86BA5;Q9I7K5	eca;p24-2	6.9416	6.9109	6.6422	6.8609	6.7005	6.8942	6.7721	6.75
Q9VBJ2	Nf1	6.8945	6.8831	6.8236	6.8294	6.8889	6.7043	6.9263	6.8665
Q8IM93	Dmel\CG32017	6.9024	6.7484	6.7021	6.7576	6.7756	6.8162	6.9244	6.9851
Q9W1N3	levy	7.0546	7.138	6.976	7.1504	6.872	6.7177	6.8895	6.7992
Q9VGS2	Tctp	6.7594	6.786	6.7178	6.7393	6.8955	6.694	6.7629	6.5768
Q8MRS5;Q9VCE7	KrT95D	6.9058	6.8553	6.781	6.8925	6.8464	6.7424	6.8704	6.8248
Q960Y8;Q9VEH0	alt;wnd	6.7749	6.7303	6.7383	6.7423	6.8133	6.7743	6.761	6.718
A0A0B4K7P4;A0A0B4K866;Q7K0H4	stj	6.6996	6.4536	6.5816	6.395	6.8697	6.7167	6.8929	6.9426
Q9VAV8	beat-VI	6.685	6.2145	6.5211	6.5038	6.9276	6.6586	6.9407	6.9493
Q9VXK5	dSpb1	6.9924	7.0229	6.7955	6.9274	6.4702	7.1145	6.488	6.4625
Q9VHN7	anon-WO0118547.344;Dmel\CG5103	6.8062	6.8302	6.7964	6.8712	6.8283	6.7563	6.8647	6.7577
Q7K3S3	fusl	7.0297	6.9475	6.9221	6.9337	7.0494	6.5348	7.0618	7.1096
Q24400	Mlp60A;Mlp84B	6.9104	6.7917	6.9383	6.9556	6.8733	6.7099	6.6771	6.6976
P25991-4	su(f)	6.63	6.8335	6.7804	6.8759	6.797	6.7861	6.8569	6.7749
Q8I930;Q9VR47;Q9Y163	hoe1	7.0443	6.9081	6.9108	6.9191	7.1064	6.4766	7.1069	7.1518
Q9VCH8	tst	6.3335	6.8159	6.7912	6.2062	6.8106	6.772	6.784	6.7509
Q9W270	Oatp58Db	7.0334	7.0309	6.8645	7.0158	6.94	6.6421	7.0322	6.8796
Q9V5C6	Prosalpha7	6.8553	6.9627	6.8246	6.9807	6.7595	6.8214	6.8311	6.7844
A0A0B4KGG9	CtBP	6.984	6.9641	6.9433	6.9672	6.9396	6.64	7.0182	6.939
Q7JQH9;Q9V3K9	whd	6.8876	6.8314	6.769	6.861	6.9219	6.6568	6.9568	6.9031
A0A4D6K1Y5;Q960T2-3;Q960T2-4	Sap47	6.8179	6.687	6.6785	6.8401	6.7178	6.8605	6.5973	6.564
Q9VKK1	Ge-1	6.804	6.7896	6.752	6.76	6.9601	6.6175	6.9376	6.9149
P25171	Rcc1	6.8775	6.8814	6.7899	6.8786	6.8001	6.7693	6.8406	6.7561
Q7JWQ7	Swim	6.7415	6.9491	6.9323	6.887	6.6016	6.9664	6.5571	6.6881
Q7KSB7;Q9VDS9	Ask1	6.6756	6.4899	6.6893	6.4939	6.5879	6.9798	6.5435	6.5529
Q9VXQ5	CCT6	6.7391	6.7412	6.6691	6.7259	6.7149	6.8522	6.6817	6.5456
A0A0B4KEU5;Q7JVY0	coro	6.8949	6.6834	6.7956	6.7688	7.0403	6.526	6.9891	6.9016
Q9VFG2	Dmel\CG14855	6.891	6.889	6.7309	6.9098	6.4861	7.08	6.5022	6.5517
Q9XY35	ox	6.8762	6.8609	6.7389	6.8403	6.8694	6.6959	6.9334	6.9412
B7YZZ9;P27864	Rrp1	6.828	6.728	6.6752	6.8492	6.7049	6.859	6.735	6.6571
Q94517	HDAC1	6.7641	6.8202	6.6764	6.8216	6.8467	6.7146	6.8972	6.8081
Q7K332	CG3364	6.9392	6.9431	6.7874	6.9219	6.7628	6.7951	6.807	6.7896
O18413	Rpt6;Rpt6R	6.8291	6.8759	6.7513	6.8804	6.7627	6.794	6.723	6.5896
P15215	LanB2	7.0087	6.8091	6.9607	6.8181	6.8542	6.7024	6.8866	6.9115
M9PBJ1;M9PE03;Q0E8J3	zormin	6.7859	6.8553	6.7277	6.8471	6.6823	6.8741	6.6702	6.6997
B7Z002;M9NCY5;M9NDB7;M9NEL3;Q9VPL9	kis	6.7417	6.7707	6.7745	6.5427	6.8146	6.7385	6.7829	6.7117
Q9VJ75	Dmel\CG10413	6.5163	6.7857	6.7537	6.7772	6.7377	6.8152	6.6554	6.4321
M9PHJ5;P54362	g	6.6866	6.9462	6.5555	6.7556	6.5016	7.0508	6.558	6.4903
Q9VS57	Sec63	6.9251	6.782	6.8065	6.7951	6.9735	6.5784	6.9681	6.9188
M9PFW3;Q9VVX3	fz2	6.5189	6.3365	6.5886	6.4974	7.01	6.541	7.0916	7.0666
P12881	Prosalpha6	6.8498	6.8647	6.7902	6.8784	6.8036	6.7452	6.8516	6.7928
Q9VHS8	CG7483	6.9596	6.9848	6.8575	7.0081	6.9082	6.6379	6.9955	6.9426
Q9W414	Rpt4;Rpt4R	6.7618	6.742	6.7248	6.7392	6.7611	6.7835	6.7027	6.5782
A1Z9R1	Achl	6.8766	6.5182	6.8966	6.5447	6.7331	6.8115	6.6981	6.999
Q9W1K0	CG5532	7.2753	7.1616	7.1931	7.1643	7.4311	6.1129	7.4363	7.4562
Q9VLC5	Aldh	6.8133	6.8869	6.7932	6.8144	6.663	6.8793	6.6227	6.5349
Q9VFQ9	Dip-B	6.8577	7.0279	6.8491	7.0336	6.7576	6.7845	6.9174	6.8642
Q7KQM6;Q7KQM6-2	Gyf	6.7592	7.0522	6.9944	6.3863	6.8852	6.6565	6.9172	6.6676
M9PHS8;Q9VXE7	Dmel\CG9784	6.953	6.8911	6.8466	6.9367	6.9037	6.6377	6.9487	6.9395
M9PCT1;M9PFH8;M9PFR2;M9PFW5;M9PI80;Q9VV58	Serinc	6.8073	6.6887	6.6967	6.734	6.9051	6.6357	6.8694	6.8589
A1ZB95	CG5226;Dmel\CG43066	6.9652	6.848	6.807	6.8748	6.925	6.6152	6.9397	6.9019
Q9W1F4	thoc5	6.7498	6.6833	6.6227	6.7579	6.7778	6.7621	6.7763	6.7459
M9NE87;Q9VTX8	CG10616;Dmel\CG10616	6.7315	6.6649	6.7117	6.7683	6.6536	6.8856	6.6728	6.6463
Q6NP69	gfzf	6.6326	6.8087	6.6962	6.8421	6.7908	6.7468	6.8341	6.7902
Q9VHG1	Vps16A	6.7677	6.7068	6.6286	6.675	6.7782	6.7592	6.7601	6.6923
A8DYI6;A8DYI7;Q0E924	Phb2	6.9312	6.9524	6.5903	6.9937	6.8308	6.7057	6.823	6.7546
Q9VTE1	Dmel\CG32069	6.8635	6.8523	6.7866	6.95	6.9442	6.5907	6.9844	6.9825
A0A140SRF8;Q9VBU6	Dmel\CG11857	7.0322	7.0147	6.8769	6.9917	7.0921	6.4425	7.1412	7.0874
Q9W5Y0	Nep3	6.7468	6.5293	6.6404	6.4467	6.8757	6.6588	6.831	6.8722
Q8SYJ2	ND-MLRQ	6.8767	6.8232	6.794	6.8348	6.8678	6.6667	6.7803	6.796
Q9VL78	Fkbp59	6.8615	6.8413	6.7532	6.8671	6.8232	6.7103	6.7923	6.6945
Q8INF0;Q8INF0-2	Gyc88E	6.9453	6.8827	6.8154	6.9592	6.9416	6.5887	6.9388	6.9363
O44081	Nop60B	6.8246	6.7706	6.7201	6.7551	6.8459	6.6838	6.8983	6.8479
Q9W228	Ugt317A1	6.7822	6.8372	6.7419	6.8745	6.9582	6.5714	6.9581	6.8806
Q9VSY4	Atat;CG3967	6.8509	6.8035	6.7194	6.7907	6.7045	6.8226	6.6448	6.5669
Q9W3N1	spidey	6.8244	6.7056	6.7514	6.8384	6.9122	6.6135	6.8698	6.8119
A0A0B4LHH8;A0A0B4LHQ0;A0A0B4LIF6;Q9VDB7	aus	6.7087	6.2905	6.4012	6.4567	6.8312	6.6918	6.8463	6.9355
E1JI19;Q9VVT2	Indy	7.0762	6.9744	7.0076	7.0409	7.0427	6.4794	7.1273	7.1256
A1ZAK7;A1ZAK8;A1ZAK9	Psi	6.8323	6.7232	6.6913	6.8032	6.8203	6.7014	6.7746	6.6511
M9PB37;M9PC10;M9PC65;M9PEM2;Q8IPL3	CG31653;CG3805;Dm_2L:23546;Dmel\CG34126	6.7308	6.7974	6.7128	6.5598	6.8381	6.6833	6.8629	6.8017
A0A0B4KHK0;Q9VBQ6	Gnpat	6.7854	6.6476	6.6615	6.7356	6.6502	6.8671	6.7096	6.5955
M9PBQ4;Q9VQ79;Q9VQ79-1	AIF	7.0373	6.9482	6.9079	6.8807	6.9275	6.5888	6.8779	6.873
Q9XZ16	Ublcp1	6.8403	6.6809	6.7235	6.7177	6.8421	6.674	6.8203	6.8111
Q9VR53	wap	6.7549	6.7231	6.7413	6.7473	6.7249	6.7911	6.7731	6.7165
Q9W486	Snx27	6.7869	6.7803	6.761	6.7609	6.7935	6.7205	6.8586	6.8023
Q9W269	Oatp58Dc	6.9671	6.8756	6.7641	6.9036	6.9539	6.56	6.952	6.9737
A0A0B4KHK8	Dmel\CG1607	6.811	6.6026	6.6721	6.6964	6.9523	6.558	6.8757	6.8721
Q7KN75	Dp1	6.7244	6.7617	6.7328	6.7842	6.7505	6.7596	6.6949	6.5582
Q9V3W9	Rad23	6.1672	6.9193	6.9233	6.0968	6.6485	6.861	6.3969	6.705
A1ZAH3;Q8SX22	Syn2	6.959	7.0833	6.9011	7.0302	6.8301	6.6791	6.889	6.8215
H9XVM5;Q9V4B6	CG11572;CG11578	6.8044	6.4602	6.6324	6.6321	6.958	6.5476	6.9285	6.9749
Q9VUJ1	Prosbeta2;Prosbeta2R1	6.892	6.9013	6.8341	6.9471	6.8316	6.6725	6.9253	6.8613
Q9VPN5	Stip1	6.7665	6.7537	6.7102	6.7642	6.7615	6.7411	6.6885	6.5552
Q9VRD6	Ntf-2;Ntf-2r	6.8647	7.015	6.803	6.9097	6.6829	6.8196	6.7821	6.7966
A0A0B4K6W2;A0A0B4K7S0;P55824;P55824-3	faf	6.8414	6.7486	6.7481	6.7967	6.8515	6.6475	6.834	6.7597
Q8IQ70;Q8IQ70-2;Q8IQ70-3;Q8IQ70-4;Q8IQ70-5	MCU	7.0198	6.9087	6.8862	6.961	6.9832	6.5156	7.002	6.9858
Q9V3H2	Rpn11	6.9285	6.9138	6.8244	6.9358	6.798	6.6999	6.7676	6.6549
A1Z8R8	rho-7	6.8202	6.6956	6.7454	6.7548	6.797	6.7003	6.8268	6.8266
M9PHY4	RhoGAPp190	6.8081	6.9178	6.8068	6.8562	6.7616	6.7354	6.7853	6.7633
A1Z9J3	shot	6.8215	6.8382	6.7621	6.6889	6.778	6.7182	6.7655	6.7234
Q9VCI4	udt	6.5946	6.3011	6.4638	6.4085	6.7307	6.7633	6.5567	6.6426
M9MS48;Q9VYD8	Rbp1-like	6.7403	6.7803	6.7291	6.8857	6.5304	6.9625	6.6169	6.5655
M9PGE3;Q9VNY2;Q9VNY4	Syn1	6.8342	6.8194	6.7361	6.85	6.8264	6.6647	6.8727	6.7755
Q9W2S1	Tango5	6.1247	6.7971	6.6285	6.1333	6.7046	6.7864	6.7713	6.7664
A0A6H2EJG3;Q9VJC6	Dhc36C	6.6904	6.6339	6.6294	6.7076	6.5462	6.9444	6.5174	6.4944
Q9VDC3	AP-2sigma	6.9522	6.9722	6.9114	7.0273	6.9703	6.5194	6.9926	7.0123
Q9W1G7	Nap1	6.7832	6.9207	6.7201	6.8531	6.6008	6.8872	6.6459	6.5841
A0A0B4K618	Fmr1	6.2755	6.7356	6.6913	6.3499	6.74	6.746	6.7843	6.7312
Q9VB64	CG31063	6.9106	7.0096	6.8343	7.0786	6.8454	6.6394	7.1259	7.0745
A8JNC7	DIP-delta	6.6756	6.4326	6.7716	6.1851	6.7369	6.747	6.7712	6.8082
P54397	FK506-bp1	6.8149	6.8877	6.7612	6.9256	6.7593	6.7243	6.828	6.7647
Q9VZ04	GCS1	6.852	6.8015	6.744	6.8828	6.8658	6.6171	6.9152	6.8532
M9PC99;Q9VQ94	Sec24CD	6.5055	6.8286	6.4841	6.4828	6.8234	6.6572	6.8462	6.7761
Q9VCK0	eIF3d1;eIF3d2	6.7562	6.7762	6.7251	6.7492	6.7087	6.77	6.6769	6.5414
P22058	D1	6.868	7.0088	6.7922	6.9781	6.3658	7.1128	6.4071	6.4123
A0A0B4KHA7;Q8MQS2	jus	6.642	5.855	6.3582	6.3722	6.7472	6.7307	6.8508	6.8896
Q9VNX2	SLC22A	6.6953	6.7678	6.6588	6.3262	6.9187	6.5585	6.9182	6.9755
P48461	Pp1-Y1;Pp1alpha-96A;PpD6	6.902	6.942	6.9194	6.8837	6.751	6.7259	6.824	6.7777
Q0E8Q7	Eato	6.7754	6.7705	6.7505	6.8224	6.8722	6.6041	6.8347	6.8411
Q7JYV2	Syngr	6.7432	6.6827	6.7122	6.7518	6.7907	6.6852	6.7636	6.7925
Q9VJ86	bsf	6.8175	6.698	6.7202	6.8096	6.795	6.6805	6.7016	6.5758
Q9VHD2;Q9VHD2-2;Q9VHD2-3	GstZ2	6.8604	6.96	6.7474	6.8965	6.7211	6.7535	6.794	6.7371
A0A0B4LEU9;Q5U124;Q8T0N3	Mal-A5	6.7697	6.5771	6.713	6.6286	6.7308	6.7438	6.7392	6.6982
Q9VUW1	cg17026	6.7779	6.9102	6.6633	6.8616	6.7452	6.7276	6.9102	6.835
A0A0C4DHB8;Q0KHZ4;Q8IMK1	CG31035;CG7814;Dmel\CG34133	6.9742	6.8761	6.8327	6.9115	6.9572	6.5129	6.9771	6.4587
P28285	5-HT1A	6.6259	6.4829	6.9451	6.2382	6.685	6.7843	6.6769	6.7594
A0A0B4KG70;Q9VNF6	MTA1-like	6.8267	6.9352	6.6456	6.4572	6.7482	6.7211	6.7825	6.7263
