Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD
UP000606786	Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata)	7213	19878	C:72.8%[S:65.3%,D:7.5%],F:5.0%,M:22.2%,n:3285	Outlier (high value)
UP000663828	Adineta ricciae (Rotifer)	249248	64111	C:87.9%[S:13.0%,D:74.9%],F:2.5%,M:9.5%,n:954	Close to standard (high value)
UP000663829	Didymodactylos carnosus	1234261	46721	C:82.8%[S:63.6%,D:19.2%],F:4.4%,M:12.8%,n:954	Standard
UP000663832	Adineta steineri	433720	58276	C:88.5%[S:14.8%,D:73.7%],F:2.7%,M:8.8%,n:954	Close to standard (high value)
UP000663835	Rotaria sp. Silwood1	2762511	64960	C:88.7%[S:6.5%,D:82.2%],F:2.4%,M:8.9%,n:954	Outlier (high value)
UP000663866	Rotaria magnacalcarata	392030	50840	C:85.3%[S:69.7%,D:15.6%],F:4.7%,M:10.0%,n:954	Close to standard (high value)
UP000663870	Rotaria sordida	392033	56912	C:87.0%[S:16.9%,D:70.1%],F:2.9%,M:10.1%,n:954	Close to standard (high value)
UP000663873	Rotaria socialis	392032	49357	C:83.5%[S:69.5%,D:14.0%],F:6.1%,M:10.4%,n:954	Close to standard (high value)
UP000663875	Ranitomeya imitator (mimic poison frog)	111125	51967	C:79.0%[S:59.2%,D:19.8%],F:8.6%,M:12.4%,n:5310	Unknown
UP000663879	Brachionus calyciflorus	104777	24300	C:90.4%[S:87.0%,D:3.4%],F:2.0%,M:7.7%,n:954	Close to standard (low value)
UP000663884	Rotaria sp. Silwood2	2762512	57178	C:81.4%[S:65.6%,D:15.8%],F:7.4%,M:11.1%,n:954	Close to standard (high value)
UP000675881	Lepeophtheirus salmonis (Salmon louse)	72036	17041	C:71.0%[S:62.8%,D:8.2%],F:9.4%,M:19.6%,n:1013	Unknown
UP000708208	Allacma fusca	39272	50569	C:91.9%[S:81.1%,D:10.8%],F:4.7%,M:3.4%,n:1013	Unknown
UP000728032	Oppiella nova	334625	23438	C:83.0%[S:73.1%,D:9.9%],F:4.3%,M:12.7%,n:2934	Outlier (high value)
UP000746747	Cercopithifilaria johnstoni	2874296	11543	C:95.4%[S:84.9%,D:10.5%],F:1.3%,M:3.3%,n:3131	Standard
UP000747542	Homarus americanus (American lobster)	6706	24351	C:85.3%[S:83.7%,D:1.6%],F:6.0%,M:8.7%,n:1013	Outlier (high value)
UP000749559	Owenia fusiformis (Polychaete worm)	6347	30622	C:96.0%[S:89.3%,D:6.7%],F:1.5%,M:2.5%,n:954	Unknown
UP000752696	Heterotrigona itama	395501	9721	C:57.3%[S:57.3%,D:0.1%],F:6.3%,M:36.4%,n:5991	Standard
UP000759131	Medioppia subpectinata	1979941	23182	C:82.8%[S:73.0%,D:9.8%],F:3.6%,M:13.5%,n:2934	Outlier (high value)
UP000770661	Chionoecetes opilio (Crab-beetle)	41210	22426	C:63.0%[S:60.0%,D:3.0%],F:12.3%,M:24.7%,n:1013	Outlier (high value)
UP000784294	Protopolystoma xenopodis	117903	37827	C:20.6%[S:19.5%,D:1.2%],F:22.1%,M:57.2%,n:954	Unknown
UP000785944	Dolichomitus sp. PSUC_FEM 10030005	2724454	114	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:5991	Standard
UP000789524	Danaus chrysippus (African queen)	151541	19335	C:96.0%[S:78.1%,D:17.9%],F:1.1%,M:3.0%,n:5286	Outlier (high value)
UP000248481	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)	29088	11	C:98.3%[S:73.5%,D:24.8%],F:0.8%,M:0.9%,n:14502	Standard
UP000471633	Schistosoma haematobium (Blood fluke)	6185	8963	C:64.7%[S:63.4%,D:1.3%],F:5.5%,M:29.9%,n:954	Unknown
UP000515152	Clupea harengus (Atlantic herring)	7950	5	C:97.6%[S:63.0%,D:34.6%],F:1.0%,M:1.4%,n:3640	Outlier (high value)
